c Вес дерева 27493.0, самое длинное ребро = 371
p edge 512
e 183 314
e 184 454
e 184 313
e 184 235

e 186 298
e 186 483
e 186 331
e 187 434
e 187 358
e 188 353
e 188 193

e 190 356
e 190 344

e 192 248
e 192 464
e 192 373
e 193 476
e 193 240
e 194 390
e 194 383
e 194 396
e 195 491
e 195 350
e 196 408
e 196 276
e 196 402
e 197 458
e 197 238
e 197 246
e 198 279
e 198 503
e 198 249
e 199 477
e 199 317
e 199 419
e 200 475
e 200 500
e 200 474
e 201 495
e 202 325
e 203 397
e 203 254
e 204 410

e 206 489
e 206 355
e 206 301
e 207 499
e 207 244
e 208 388
e 208 447
e 208 486
e 209 494
e 209 448
e 209 345

e 211 413
e 211 307
e 212 359
e 212 375
e 213 296
e 213 292
e 214 507
e 214 333
e 214 508
e 215 428
e 216 497
e 216 348
e 217 479
e 217 283
e 218 334
e 219 509
e 219 251
e 220 394
e 220 455

e 222 425
e 222 400
e 222 361
e 223 241
e 223 357
e 224 498
e 224 225
e 225 469
e 226 261
e 226 384
e 227 512
e 228 233
e 228 258
e 228 366
e 229 299
e 229 401
e 229 282
e 230 289
e 230 275
e 230 340

e 232 429
e 233 258
e 233 346

e 235 313
e 235 422
e 236 369
e 236 280
e 237 434
e 237 488
e 238 446
e 238 329
e 239 462
e 239 505
e 239 426

e 241 379
e 242 312

e 244 384
e 244 508


e 247 449
e 248 253
e 248 423



e 252 502
e 252 415
e 253 464
e 253 373

e 255 470
e 255 318
e 255 327
e 256 294
e 256 342
e 256 318
e 257 423
e 257 429
e 258 501
e 259 354
e 259 386
e 260 398
e 260 471
e 261 367
e 261 376
e 262 330
e 262 360
e 263 351
e 264 439
e 264 413
e 265 511
e 265 302
e 266 378
e 266 459
e 266 465
e 267 431
e 267 483
e 268 360
e 268 305
e 269 402
e 269 339
e 269 336
e 270 477
e 270 419
e 270 509
e 271 438
e 271 404
e 272 317
e 272 312
e 272 414

e 274 375
e 275 369
e 275 280
e 276 364
e 276 377
e 277 495
e 277 491
e 277 324
e 278 306
e 278 349


e 281 438
e 282 439
e 282 500
e 283 385
e 283 346
e 284 411
e 284 463
e 285 370
e 286 497
e 286 403
e 286 500
e 287 466
e 287 504
e 287 455
e 288 449
e 288 326
e 288 341

e 290 428
e 290 444
e 290 394
e 291 311

e 293 330
e 293 441
e 294 456

e 296 468
e 296 453
e 297 359
e 297 420
e 297 380

e 299 401
e 300 492
e 300 409
e 301 333
e 301 337


e 304 458
e 304 446
e 304 329

e 306 397
e 307 314
e 308 459
e 308 435


e 311 373
e 311 505
e 312 361

e 314 399
e 315 461
e 315 399
e 316 504
e 316 428
e 316 440


e 319 321
e 319 436
e 320 490
e 320 372
e 321 365

e 323 495
e 323 452
e 324 358
e 324 449

e 326 336
e 327 328
e 327 402
e 328 377
e 329 446


e 332 440
e 332 335
e 332 504
e 333 337
e 334 345



e 338 492
e 338 403
e 338 394

e 340 368


e 343 505
e 343 386
e 344 365
e 345 509
e 346 407
e 347 397
e 347 415

e 349 414


e 352 510
e 352 368
e 352 371

e 354 386
e 355 393

e 357 422


e 360 441
e 361 364


e 364 503
e 365 472
e 366 501
e 366 508
e 367 419
e 368 383


e 371 390
e 372 374
e 372 389

e 374 398
e 374 389

e 376 384
e 376 377

e 378 465
e 378 493
e 379 445
e 380 411
e 380 452
e 381 488
e 381 434
e 382 405
e 382 461
e 382 429


e 385 407
e 385 479

e 387 445
e 387 488

e 389 471



e 393 494

e 395 435
e 395 484




e 400 456
e 400 477




e 405 478
e 406 511
e 406 436
e 407 417

e 409 492
e 409 439
e 410 415

e 412 502
e 412 432




e 417 424
e 417 442






e 424 442
e 424 427

e 426 462
e 427 465


e 430 472




e 435 484

e 437 440
e 437 483



e 441 501



e 445 454















e 461 478






e 468 506
e 469 484
e 469 499








e 478 494


e 481 499
e 481 493











e 493 506












e 506 510






