c Вес дерева 27069.0, самое длинное ребро = 302
p edge 512
e 177 343
e 177 505
e 178 195
e 179 302
e 180 219
e 181 273
e 182 306
e 183 300
e 183 211
e 183 492
e 184 488
e 184 292
e 184 454
e 185 266
e 185 395
e 185 435
e 186 331
e 186 483
e 187 381
e 187 488
e 187 358
e 188 306
e 188 254
e 189 490
e 189 271

e 191 353
e 191 303
e 192 343
e 192 373
e 192 253
e 193 203
e 194 390
e 195 231
e 195 491
e 196 402
e 196 342
e 197 421
e 198 376
e 198 503
e 198 419
e 199 477
e 200 474
e 200 475
e 200 282
e 201 495
e 202 244
e 202 214
e 203 240
e 204 254

e 206 489
e 207 508
e 207 499
e 207 494
e 208 486
e 208 388
e 208 457
e 209 494
e 209 345
e 209 406
e 210 431
e 210 476
e 211 401
e 212 271
e 212 359
e 212 243
e 213 392
e 214 301
e 214 366
e 215 394
e 215 466
e 215 428
e 216 351
e 216 348
e 217 479
e 217 283
e 218 421
e 219 367
e 220 455
e 220 287
e 221 271
e 221 398
e 221 438
e 222 450
e 222 349
e 222 361
e 223 296
e 223 235
e 223 357
e 224 325
e 225 433
e 226 376
e 227 248
e 227 355
e 228 233
e 228 305
e 228 507
e 229 409
e 229 282
e 230 293
e 230 480
e 230 340

e 232 264
e 232 416
e 232 291
e 233 258
e 233 346
e 234 286
e 234 263
e 234 243
e 235 454
e 236 510
e 236 352
e 237 434
e 237 358
e 238 365
e 238 329
e 238 304
e 239 360
e 239 462
e 239 426
e 240 476
e 241 313
e 241 387
e 242 414
e 243 394
e 244 499
e 245 265
e 245 511
e 246 458
e 246 329
e 246 334
e 247 288
e 247 327
e 248 423
e 248 505
e 249 328
e 249 377
e 249 408
e 250 339
e 250 327
e 250 449
e 251 319
e 252 502
e 252 487
e 252 344

e 254 412
e 255 327
e 255 269
e 255 402
e 256 364
e 256 342

e 258 346

e 260 471
e 260 372
e 261 448
e 262 441
e 262 501
e 263 351
e 264 403
e 265 509
e 266 378
e 266 465
e 267 487
e 267 418
e 268 423
e 268 489
e 269 364
e 269 328
e 270 503
e 270 367
e 270 376

e 272 312
e 272 317
e 272 460

e 274 394
e 275 293
e 275 280
e 276 279
e 277 323

e 279 285
e 279 377
e 280 352

e 282 439
e 283 385
e 283 346
e 284 463
e 284 326
e 284 411

e 286 500
e 286 497
e 287 504

e 289 368
e 290 455
e 291 429
e 292 454

e 294 322
e 295 466
e 295 455
e 295 444
e 296 453
e 296 506
e 297 463
e 298 436
e 298 472
e 299 439
e 299 403
e 300 492
e 300 401
e 301 337
e 301 393

e 303 451
e 303 418
e 304 421
e 304 458
e 305 360

e 307 409
e 307 314
e 308 435
e 309 471
e 309 372

e 311 429
e 311 405
e 311 416
e 312 317
e 312 349

e 314 413
e 314 478
e 315 413
e 315 461
e 316 444
e 316 332
e 316 440

e 318 364
e 318 425
e 319 365
e 319 344
e 320 490
e 320 372
e 321 446
e 321 334
e 322 481
e 322 477

e 324 495
e 324 449
e 325 469
e 326 336


e 329 483
e 330 501
e 330 441
e 330 360

e 332 440
e 333 337
e 333 508
e 333 494

e 335 457
e 335 447
e 336 482

e 338 492
e 338 399
e 338 500
e 339 473


e 342 408


e 345 448
e 345 509

e 347 482
e 347 397




e 352 371

e 354 405













e 368 485

e 370 456
e 370 446



e 374 452
e 374 389
e 374 411
e 375 428
e 375 437

e 377 408
e 378 465
e 378 395
e 379 445
e 379 488
e 380 420

e 382 467
e 382 386
e 383 390
e 383 480
e 384 446
e 384 499
e 384 511
e 385 407
e 385 469
e 386 467
e 387 445

e 389 463
e 389 452


e 392 506
e 392 493



e 396 427
e 396 407
e 396 442
e 397 418

e 399 478
e 400 425
e 400 470






e 407 442


e 410 502

e 412 432


e 415 472
e 415 511
e 415 443

e 417 479
e 417 424
e 417 442


e 420 482
e 420 437

e 422 506
e 422 493

e 424 427
e 425 443



e 429 489



e 433 484
e 434 449






e 441 507



e 445 453






e 452 470



e 456 508
e 456 498
e 457 486



e 461 467



e 465 473














e 480 510
















e 497 500









e 507 510





