c Вес дерева 28063.0, самое длинное ребро = 383
p edge 512
e 117 341
e 117 237
e 118 454
e 118 313
e 118 387
e 119 173
e 120 392
e 120 292
e 120 235
e 121 512
e 121 423
e 121 232
e 122 442
e 123 189
e 123 221
e 123 309
e 124 267
e 124 502
e 125 438
e 125 281
e 125 212
e 126 484
e 126 469
e 127 381
e 127 473
e 127 339
e 128 132
e 128 379
e 128 422
e 129 462
e 129 152
e 130 405
e 131 423
e 131 177
e 131 310
e 132 223
e 132 445
e 133 322
e 133 265
e 133 509

e 135 181
e 136 495
e 136 201
e 137 476
e 138 229
e 138 282
e 139 268
e 139 423
e 139 206
e 140 173
e 140 388
e 140 440
e 141 495
e 141 277
e 141 491
e 142 238
e 142 197
e 143 331
e 143 321
e 144 391
e 144 420
e 145 474
e 145 394
e 146 367
e 146 509
e 146 245

e 148 172
e 148 234
e 149 301
e 149 206
e 149 489
e 150 444
e 150 290
e 150 295
e 151 495
e 151 449
e 151 452
e 152 441
e 152 262
e 153 379
e 153 313
e 153 241
e 154 453
e 154 506
e 154 459
e 155 162
e 155 170
e 156 287
e 156 215
e 156 295
e 157 182
e 157 347
e 158 366
e 158 355
e 159 201
e 159 387
e 159 195
e 160 216
e 161 166
e 161 400
e 162 344
e 162 415
e 163 261
e 163 419
e 164 253
e 164 426
e 165 381
e 165 187
e 165 434
e 166 451
e 166 278

e 168 424
e 168 479
e 169 292
e 169 235
e 169 313

e 171 321
e 172 375
e 172 394
e 173 332
e 174 179
e 174 421
e 175 235
e 175 241
e 175 184
e 176 368
e 176 289
e 177 310
e 178 372
e 178 195
e 178 320
e 179 511

e 181 273

e 183 300
e 183 315
e 183 314
e 184 488
e 184 454
e 185 395
e 185 435
e 185 378
e 186 487
e 186 481
e 186 298
e 187 324
e 187 488
e 188 190
e 188 267
e 189 221
e 190 415
e 191 210
e 192 343
e 192 248
e 193 210
e 193 476
e 193 306
e 194 427
e 194 396
e 195 350
e 196 402
e 196 364
e 196 414
e 197 421
e 197 238
e 198 377
e 198 503
e 198 249
e 199 322
e 199 367
e 200 444
e 200 282
e 201 350
e 202 207
e 202 499
e 203 210
e 203 303
e 203 397
e 204 415
e 204 502
e 205 322
e 205 456

e 207 214
e 207 494
e 208 388
e 208 504
e 209 406
e 209 370

e 211 401
e 211 315
e 212 375
e 213 506
e 213 392
e 214 507
e 214 508
e 215 394
e 216 500
e 217 479
e 217 407
e 217 283
e 218 345
e 219 285
e 219 270
e 220 466
e 220 316
e 220 338
e 221 438
e 222 278
e 222 400
e 222 294
e 223 241
e 223 296
e 224 433
e 224 279
e 225 402
e 225 484
e 225 269
e 226 367
e 227 489
e 227 268
e 228 366
e 228 507
e 228 346
e 229 401
e 230 369
e 230 363
e 230 293
e 231 491
e 231 288
e 231 341
e 232 291
e 232 464
e 233 258
e 233 385
e 233 346


e 236 352
e 236 280
e 236 369

e 238 246
e 239 310
e 239 360
e 239 426


e 242 496
e 242 408

e 244 494
e 244 499
e 245 302
e 246 458
e 246 446
e 247 434
e 247 339
e 248 373
e 249 276
e 250 269
e 250 449
e 250 434
e 251 511
e 251 265

e 253 343
e 253 311

e 255 327
e 255 402
e 255 269
e 256 342
e 256 364
e 257 291
e 257 429
e 257 268
e 258 501
e 258 366
e 259 464
e 260 372
e 260 471

e 262 346

e 264 478
e 264 314
e 265 302
e 266 378
e 266 465
e 267 353


e 270 511
e 270 312
e 271 281
e 271 404
e 272 317
e 272 460
e 272 349



e 276 377


e 279 376
e 279 377



e 283 325
e 283 385
e 284 411
e 284 452
e 285 334
e 286 497
e 286 351
e 287 466
e 288 326
e 288 336

e 290 316
e 290 455
e 291 311
e 292 392
e 293 340
e 293 480
e 294 425

e 296 453
e 296 493
e 297 359
e 297 420
e 297 380
e 298 319
e 298 436
e 299 403
e 299 439
e 299 409
e 300 307
e 300 409
e 301 512
e 301 508

e 303 450
e 304 329
e 304 458
e 305 508
e 305 360
e 305 337
e 306 451
e 306 412
e 307 314
e 307 403
e 308 453
e 308 493


e 311 505
e 312 414



e 316 428

e 318 364
e 318 342
e 319 344
e 319 365
e 320 490


e 323 389
e 323 358
e 323 491

e 325 498
e 326 463
e 327 336
e 327 470
e 328 496
e 328 503
e 328 408
e 329 334
e 329 446
e 330 441
e 330 385
e 330 442

e 332 440
e 332 335
e 333 337
e 333 499
e 333 494

e 335 486


e 338 474

e 340 371
e 340 368

e 342 408





e 348 500
e 348 351
e 349 361
e 349 451


e 352 510
e 353 432
e 353 487
e 354 382
e 354 386
e 355 393
e 356 472
e 357 468
e 357 422
e 357 445
e 358 387
e 358 454
e 359 420
e 359 380
e 360 383
e 361 470



e 365 421
e 365 472





e 371 480
e 372 389

e 374 389
e 374 471
e 374 404

e 376 477

e 378 465
e 379 468
e 380 463

e 382 467

e 384 448
e 384 477

e 386 416
e 386 478



e 390 485
e 390 396
e 390 407


e 393 410
e 393 472

e 395 433
e 395 484

e 397 476
e 397 450
e 398 437
e 399 413
e 399 439
e 399 492



e 403 439


e 406 448
e 406 456
e 407 442


e 410 412


e 413 492
e 413 416



e 417 424
e 417 427
e 417 469




e 422 468

e 424 427

e 426 462

e 428 455
e 428 447
e 429 497


e 432 487
e 433 498

e 435 498

e 437 438
e 437 447



e 441 501

e 443 481

e 445 488

e 447 457
e 448 470






e 455 475

e 457 486
e 457 471



e 461 492
e 461 505







e 469 482
















e 486 500






e 493 510



e 497 505















